,track_name,artist_name,album_name,genre,duration_ms,popularity,explicit,track_id,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
11028,Again (Re:Zero Rap) [feat. McGwire & LulunaRina],Rustage,Again (Re:Zero Rap) [feat. McGwire & LulunaRina],anime,180000,43,False,15a82JWfZjb88Mpwdsg9FJ,6cd3XfCAc3e596RQW8P94H,0.685,0.914,1,-3.215,0,0.413,0.565,0.0,0.727,0.526,149.844
11029,April Showers,Koe Wetzel,April Showers,country,182346,65,True,0E2VoyCHqPn47yGMVgQmrK,1Tie3AZgLQZqYEp8Fv4zOZ,0.476,0.843,7,-5.765,1,0.0374,5.12e-05,0.0,0.118,0.284,151.119
11030,See You Again,Wiz Khalifa,2022,dance,229525,0,False,1nBBoiIcb7jRdLRs4uLoo9,137W8MRPWKqSmrBGDBFSop,0.69,0.48,10,-7.503,1,0.0816,0.369,0.0,0.0649,0.286,80.025
11031,"If You Want To Sing Out, Sing Out",Yusuf / Cat Stevens,Tea For The Tillerman (Super Deluxe),british,165133,58,False,340t55txxJWQmTFK7wARZh,08F3Y3SctIlsOEmKd6dnH8,0.687,0.284,0,-13.452,1,0.0355,0.791,0.0145,0.158,0.851,132.242
11032,Caffeine,Kiro Akiyama,From DROPOUT,anime,243253,58,False,708feUe50Ed8N6zilSiSQM,0JROVv4P85ZVPFbaJIqAty,0.73,0.455,6,-5.467,1,0.0396,0.00372,0.0118,0.0649,0.763,133.996
11033,Here Tonight,Brett Young,Ticket To L.A.,country,216533,62,False,38nVuIj9mi5a8oopOJhSJk,0fiWOxhsBsQQvFDtxUQWo0,0.517,0.776,11,-5.271,1,0.0362,0.0144,0.0,0.113,0.448,96.002
11034,Please Do Not Go,Violent Femmes,Violent Femmes,acoustic,255400,46,False,4sxVoAf7uvxCSgTCRNDohP,0rpMdBzQXf7aYRnu5fDBJy,0.651,0.449,0,-8.412,1,0.0399,0.234,0.0,0.0963,0.832,85.433
11035,Burn,Ellie Goulding,Halcyon Days,dance,231211,66,False,0xMd5bcWTbyXS7wPrBtZA6,0X2BH1fck6amBIoJhDVmmJ,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016
11036,Samson,Orgone,Samson,afrobeat,222533,35,False,7xAQ9zk5scU81sw6b7ksnS,4WmMnGO1nLIsE85XwcBAZE,0.296,0.967,2,-4.903,1,0.0542,0.0495,0.875,0.265,0.773,175.52
11037,"То, что я должен сказать",Zhanna Bichevskaya,Господа офицеры,romance,199866,5,False,00WWPTS9ofOUlFT6Qz0kLR,3R9gRNvsM5PAeYNbkFDHZS,0.384,0.168,4,-15.419,0,0.0784,0.901,0.0,0.103,0.229,184.242
11038,Come As You Are,Yuna,Come As You Are,malay,265846,34,False,48Egr6zPIlUDMflxQzg4uM,3kHVioJpVxlazAAKQ64pC1,0.584,0.168,11,-20.482,0,0.0309,0.744,0.00148,0.0979,0.267,129.986
11039,When Will the Bass Drop (feat. Lil Jon & Sam F),The Lonely Island,When Will the Bass Drop (feat. Lil Jon & Sam F),comedy,260000,37,False,1pgwcR07BqXt558I8YjtWS,1f5GqyOPo0CkotzzRwviBu,0.452,0.974,6,-4.755,1,0.211,0.198,0.569,0.0802,0.453,128.017
11040,myfeelingshavefeelings,Bilmuri,wet milk,hardcore,136666,46,False,5gBQmRUJa29eBwgLMF4wTP,5Rc75vGFBWZPgL7EXb4k89,0.618,0.592,2,-8.641,1,0.0476,6.74e-05,0.0589,0.266,0.209,132.949
11041,I'm That Type Of Nigga,The Pharcyde,Bizarre Ride II The Pharcyde,hardcore,316826,53,True,4YbCZSeX3QhpEyQE5KAtio,7yk35uHNQclPXFGFoTU44w,0.847,0.773,7,-7.365,1,0.232,0.00111,0.0,0.254,0.473,102.886
11042,Love You To - Remastered 2009,The Beatles,Revolver (Remastered),british,179826,51,False,4RdJFhfLQcezwN5LsXl4qP,3WrFJ7ztbogyGnTHbHJFl2,0.391,0.593,5,-8.999,1,0.0413,0.7,0.000249,0.0829,0.707,123.986
11043,Living in the Shadows,Matthew Perryman Jones,Living in the Shadows,acoustic,212386,50,False,6gijbGNDNNJgT60Aj7UCyc,68524z8sd176IRenNb1Fjy,0.418,0.79,4,-6.599,0,0.0506,0.0284,9.96e-06,0.117,0.197,175.975
11044,Soulshine,Allman Brothers Band,Where It All Begins,blues,403506,56,False,7a014uMHF3nlqzXCxV551C,4wQ3PyMz3WwJGI5uEqHUVR,0.476,0.556,10,-6.501,1,0.0274,0.125,0.0117,0.0898,0.559,135.624
11045,おこちゃま戦争,Kradness,Upload feat.Vocalist,anime,213733,50,False,6R7HUBIfbKC8MhkayzLRE5,5vyiCYNiJ8MqFi4HbDDNqS,0.505,0.8,2,-5.321,1,0.23,0.000913,1.15e-05,0.0289,0.539,175.059
11046,Stormy Weather,Etta James,At Last!,blues,187666,63,False,2IdwQxhJn9ZE4zIotcCefR,0iOVhN3tnSvgDbcg25JoJb,0.262,0.356,0,-8.031,0,0.0303,0.613,0.0,0.175,0.426,174.176
11047,30 Bowls of Sushi,Kato,Anime & Sleep,anime,43034,55,False,6YCbUamH74SKP9nUGKJQ4g,3yTNaLgtCufxUYDsWa5MpA,0.529,0.0182,10,-21.26,0,0.126,0.991,0.963,0.0962,0.447,117.353
11048,Again (Full Metal),Otaku,Anime Lofi Vol. 1,anime,113803,54,False,3aLcJuAarDz0kzxcdSbAYc,4uV63QZhfi1U3oe38acQJA,0.74,0.222,4,-18.576,0,0.0586,0.468,0.918,0.0782,0.148,139.991
11049,There's No Other Name - Live,Bethel Music,Starlight (Live),world-music,340375,42,False,5iGxjtty6IoY4M8y64qwp9,26T4yOaOoFJvUvxR87Y9HO,0.38,0.582,7,-7.471,1,0.0308,0.0215,0.0,0.159,0.134,139.791
11050,don't forget about you,Afgan,Wallflower,malay,186236,27,False,3VbT0zRs7PYxb7Xmmpe8rT,4cgBCGxtlfap2g6jveB7du,0.403,0.52,2,-7.441,0,0.0889,0.0246,0.0,0.117,0.192,153.643
11051,思念誰,巫啟賢,思念誰,malay,247160,32,False,3syOPJwku2LlYhOnOGgOjy,7y52WmTUJZQU7m83zYfoV2,0.466,0.285,11,-10.619,0,0.0308,0.74,6.51e-05,0.106,0.104,116.315
11052,Wake Me Up Before You Go-Go,Wham!,Make It Big,disco,231333,78,False,0ikz6tENMONtK6qGkOrU3c,5lpH0xAS4fVfLkACg9DAuM,0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548
11053,Tremble,I AM THEY,Tremble,world-music,238546,47,False,5yNffCuv0YGOgRazVMfEP6,0XJ5RIvhlOL0harjI9jZvX,0.442,0.532,0,-6.085,0,0.0352,0.0191,0.0,0.104,0.243,147.735
11054,Deserve,Lucky Daye,Candydrip,chill,279106,53,True,7sywyd1iggADAbcRGg2qeo,5Vuvs6Py2JRU7WiFDVsI7J,0.409,0.494,11,-8.313,0,0.511,0.408,4.42e-06,0.433,0.279,79.373
11055,Get The Funk Out Ma Face,The Brothers Johnson,Look Out For #1,disco,147000,48,False,00PLtXXER1XcTRZvs3LioS,6h3rSZ8VLK7a5vXjEmhfuD,0.88,0.57,2,-13.145,1,0.0821,0.292,0.0388,0.0674,0.791,106.034
11056,Something Like That,Tim McGraw,A Place In The Sun,country,183733,68,False,6leiB1fEsTnVCuPiielde5,6roFdX1y5BYSbp60OTJWMd,0.507,0.85,5,-5.679,1,0.0472,0.378,0.0,0.0567,0.847,171.8
11057,Next Levels,King Geedorah,Take Me To Your Leader,hardcore,229320,62,False,58MeeOMk6PMQxXWY9YCNPD,77AKJs9SJqxHXbPgtJPKRa,0.729,0.557,6,-11.264,1,0.243,0.651,0.000123,0.262,0.897,92.814
11058,Watching You,Rodney Atkins,If You're Going Through Hell,country,235426,67,False,5OusUgzHz6Ulb3GZT7WUo5,2qgvmDsc4jrqbAbjq1HGM2,0.625,0.848,2,-4.008,1,0.0314,0.105,0.0,0.23,0.716,137.993
11059,Murder On The Dancefloor,Sophie Ellis-Bextor,2000s love songs,disco,230013,0,False,6h7qIezdv9t2Z4uMkkbWft,2cBh5lVMg222FFuRU7EfDE,0.735,0.848,1,-5.285,0,0.0308,0.00312,1.15e-05,0.313,0.864,117.317
11060,Jesu Joy and Hope of Man,Sir Victor Uwaifo,Love & Romance,afrobeat,169200,30,False,0hwePbvG4LxBKiV148o02Z,2hCi6vXJyyTG9szd63b4LU,0.622,0.439,0,-10.611,0,0.0636,0.426,0.0,0.0814,0.544,171.385
11061,"Еду я - Из к/ф ""Лушка""",Maya Kristalinskaya,Знакомая песенка. Дискотека СССР,romance,140773,5,False,70tpfY2mt3i1aqTzhvljAN,0XKmwWopgZOC96M1nBgd7y,0.522,0.321,5,-11.632,0,0.138,0.936,0.0,0.0937,0.718,167.36
11062,Take A Back Road,Rodney Atkins,Take A Back Road,country,209426,65,False,7B6m8tHAYZsOKOKMU5SR2n,2qgvmDsc4jrqbAbjq1HGM2,0.581,0.856,3,-4.0,1,0.0783,0.183,0.0,0.0871,0.918,169.902
11063,The Game of Love and How to Destroy It,Dane Cook,Vicious Circle,comedy,1325600,27,True,3eXxI1gJkkouaby1SMp7Sa,6RAiPa076RxBeTBxWO8Xfh,0.56,0.994,1,-4.241,1,0.933,0.563,0.0,0.95,0.09,80.942
11064,Kick Ass Summer,Nick Thune,Thick Noon,comedy,89200,27,True,1O2g26XOMQo3deVirrq7Ft,69Udu2FUyyZCWCw5vaolcN,0.4,0.596,7,-12.132,1,0.327,0.864,0.00018,0.795,0.735,129.51
11065,You Don't Know Her Like I Do,Brantley Gilbert,Halfway To Heaven (Deluxe Edition),country,286520,61,False,4WnY4W5KrqglCdIus8X9Bo,5q8HGNo0BjLWaTAhRtbwxa,0.49,0.716,4,-6.681,1,0.0441,0.022,0.00048,0.0526,0.288,74.988
11066,Ore Nila Ore Veyil,Nikhil mathew,Btech (Original Motion Picture Soundtrack),malay,242975,46,False,1lhWjsFMu77KENIlX05Ce0,75IXbZzUYShK1S4MKcnXbb,0.627,0.443,4,-10.858,1,0.0309,0.638,0.00198,0.216,0.45,127.972
11067,I Never Told You,Colbie Caillat,Breakthrough (Deluxe Edition),acoustic,233200,56,False,2rJWnAqSuLMls0KOv416Io,6aZyMrc4doVtZyKNilOmwu,0.506,0.639,3,-5.222,1,0.0285,0.171,0.0,0.315,0.385,144.073
11068,Start Right Here,Casting Crowns,Only Jesus,world-music,220280,50,False,2zpcDiFVgJ53BeMuJK40aX,6eJqAWJdd8JhAN1pQGie4r,0.562,0.729,1,-7.262,0,0.0407,0.138,0.0,0.269,0.311,121.954
11069,Obama,Dane Cook,Isolated Incident,comedy,225200,33,True,19wVsHjbugxsb85re6Zg5N,6RAiPa076RxBeTBxWO8Xfh,0.548,0.909,5,-3.428,1,0.762,0.741,0.0,0.862,0.684,63.909
11070,Morning Sun,Marizu,Morning Sun,afrobeat,206000,31,False,4nOLG336eTx01821APhzhW,4rwolwLHj97rPwbhyNSeU9,0.463,0.43,7,-9.045,1,0.052,0.474,0.0,0.133,0.423,105.425
11071,Lead Me To The Cross,Hillsong UNITED,All Of The Above,world-music,258626,56,False,7i2ZmmyLzE7NcFAJl30mKY,74cb3MG0x0BOnYNW1uXYnM,0.411,0.611,2,-4.719,1,0.0298,0.0751,0.000221,0.0762,0.138,140.002
11072,Get Down On It,Kool & The Gang,Something Special,disco,293666,69,False,4Cv6ongCvJy9JfSkWVnb5D,3VNITwohbvU5Wuy5PC6dsI,0.847,0.389,9,-15.362,0,0.0569,0.0753,1.2e-05,0.0471,0.968,111.52
11073,Must of Got Lost,The J. Geils Band,Nightmares...And Other Tales From The Vinyl Jungle,blues,178240,55,False,252pAlbltOjOcUux4dRtjp,69Mj3u4FTUrpyeGNSIaU6F,0.53,0.516,0,-12.378,1,0.0793,0.41,0.00182,0.0532,0.738,103.922
11074,Revolution - Remastered 2009,The Beatles,The Beatles 1967 - 1970 (Remastered),british,205293,63,False,3UDmHZcBTQp8Iu8droNtUl,3WrFJ7ztbogyGnTHbHJFl2,0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38
11075,Paragraphs,Luke Chiang,Paragraphs,chill,233512,62,False,4kEhwajTV4psTYa9FaWwac,1dPSMH55yhvjYIwqCP4iDj,0.462,0.357,2,-9.476,1,0.055,0.841,1.04e-05,0.318,0.188,97.579
11076,Dear Prudence - Remastered 2009,The Beatles,The Beatles (Remastered),british,235773,60,False,5NQYyej46WQkgCbnzGD21W,3WrFJ7ztbogyGnTHbHJFl2,0.388,0.529,7,-10.533,1,0.0436,0.16,0.0681,0.108,0.332,150.721
11077,Поручение и молитва (Assignment and Pray),Nikolay Kopylov,Две гитары (Старинные Русские Романсы)/ Two Guitars (Ancient Russian Romances),romance,276306,0,False,6pcKE146x55SPk6g3Cnhq1,7tsriTe10P5GRh33RcxWja,0.219,0.341,3,-8.249,0,0.0327,0.98,0.0493,0.107,0.127,179.646
11078,1st Beer of the Night,Bert Kreischer,Bert Bert Bert,comedy,90826,29,False,6EHtuKeDRNTIlTXXp39DSZ,5ockbqgGT6UUo35PgmTZnI,0.5,0.57,1,-13.107,0,0.937,0.945,0.0,0.818,0.579,76.742
11079,"Hallelujah, I Love Her So",Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)",blues,155506,62,False,5P11rW6aJErF37MTfRZS31,1eYhYunlNJlDoQhtYBvPsi,0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203
11080,Shli boytsy,Vladimir Nechaev,Velikie ispolniteli Rossii XX veka: Vladimir Nechaev,romance,141053,0,False,6yJ5oZ6Cyv2FyosKPFnpP9,639hqkrgajCYpYjP8cASKU,0.678,0.358,6,-11.43,0,0.0536,0.991,1.42e-05,0.108,0.898,98.878
11081,Skate or Die,Teenage Bottlerocket,They Came From The Shadows,hardcore,110800,53,False,1dkGTWxlpBpcFl3AfAPCcj,0mGyXXKzoR5KAAh4Mkef2W,0.487,0.978,4,-3.243,0,0.0721,8.43e-05,0.0,0.0423,0.882,102.528
11082,The Fool On The Hill - Remastered 2009,The Beatles,Magical Mystery Tour (Remastered),british,179106,56,False,6rHh8urosEFRI67xVa6fzU,3WrFJ7ztbogyGnTHbHJFl2,0.356,0.26,4,-10.577,0,0.0314,0.913,2.1e-06,0.105,0.49,144.184
11083,Bartender,Lady A,747,country,198266,62,False,6olKv2HP3XgBpvVxAswowe,32WkQRZEVKSzVAAYqukAEA,0.631,0.937,11,-3.858,0,0.034,0.0198,7.38e-06,0.327,0.654,101.011
11084,永不棄絕的情書,巫啟賢,永不棄絕的情書,malay,300431,15,False,1bvAsuivebiJyUMPvMnpsy,7y52WmTUJZQU7m83zYfoV2,0.2,0.292,5,-11.011,1,0.0352,0.863,1.59e-05,0.0902,0.265,75.839
11085,The Show Must Go on Prt. 1,Famous Last Words,Two-Faced Charade,hardcore,227946,47,False,7j4wJdav0vVW1mtiPlAhTj,3rxPTMtxVQKNAbBBl6cQrw,0.431,0.867,5,-3.771,0,0.0475,0.00133,4.77e-05,0.522,0.31,135.087
11086,Praise Will Be My Song,Bryan & Katie Torwalt,Champion,world-music,339266,45,False,4YzQqc3ccm3En6LniPRGNM,7bvAtcPT3evvSeHDyu2zBC,0.505,0.264,9,-11.04,1,0.031,0.739,0.0,0.0906,0.256,141.939
11087,背叛,Gary Chaw,SUPERMAN,malay,321629,51,False,48VzfSDNpxIfWohA9bZgfo,1mfzcypCggFwpCJ1gmi8BK,0.368,0.449,11,-7.049,1,0.0298,0.729,0.0,0.132,0.273,133.974
11088,Cold,Aqualung,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),acoustic,220240,47,False,7qxxr5CLf8rnIibe4eStzR,3uT7nEkZwWc2GBiqUZGoOe,0.264,0.129,2,-14.404,0,0.0335,0.983,0.0138,0.155,0.0801,105.314
11089,Мы Вышли В Сад - Remastered,Кето Джапаридзе,Old Russian Romances (Remastered),romance,177815,0,False,3xQyUEkQ1fhbY6lSRrH6jA,6s1RmjPMgAGzjKugAnJNkL,0.346,0.0721,7,-17.583,0,0.0419,0.994,1.75e-05,0.114,0.165,81.818
11090,FUG,Cymande,Second Time Round,afrobeat,264360,24,False,0yZy3H2E4V4q1KDtJ8tEFk,4hfcSstwnyuBoek1dQwLkG,0.672,0.65,5,-9.362,0,0.056,0.268,0.691,0.15,0.681,104.674
11091,Carrying Your Love With Me,George Strait,Carrying Your Love With Me,country,232426,66,False,7puxIVNdj5nsBJk43zM3bH,5vngPClqofybhPERIqQMYd,0.629,0.479,10,-10.608,1,0.0271,0.22,0.0,0.0587,0.345,138.231
11092,Simple Life,Lynyrd Skynyrd,Tailgate BBQ,blues,197106,0,False,2bU1keyGlGW7fLbPZokSr0,4MVyzYMgTwdP7Z49wAZHx0,0.549,0.891,6,-4.044,1,0.0351,0.0141,0.00323,0.0661,0.508,111.996
11093,Remember,Bryan & Katie Torwalt,Bryan & Katie Torwalt Collection,world-music,312266,46,False,5zKEoeTgIzSW4nUzAW6SIq,7bvAtcPT3evvSeHDyu2zBC,0.416,0.429,0,-10.347,1,0.0355,0.592,0.0,0.0622,0.0926,91.072
11094,Bury Me A G,Thug Life,Thug Life: Volume 1,hardcore,298866,52,True,4oDcVoJb3xYz5RDyBzkRJY,76fO70b6BK2xt3UVOe4BIZ,0.744,0.849,4,-8.061,0,0.326,0.409,0.0,0.251,0.621,97.995
11095,Resurrection,Common,Resurrection,hardcore,227826,54,True,4u7hiFNXUeTG3A4dqQrkcd,2GHclqNVjqGuiE5mA7BEoc,0.769,0.682,1,-12.584,1,0.354,0.0252,0.000384,0.702,0.433,91.486
11096,Happy,Speedometer,No Turning Back,afrobeat,216146,40,False,5TpDepOobcJyvId8F0xh74,20ztaBo1Ap1UXnF0HpOX44,0.591,0.586,10,-10.434,1,0.0315,0.4,0.358,0.273,0.889,146.845
11097,Australia,Gabriel Iglesias,Aloha Fluffy,comedy,329546,34,False,5QDL5iDU4JuMvTKqPpYDuk,4mB2yDrWdUxy5tISyQPvpu,0.67,0.814,6,-5.672,1,0.937,0.876,0.0,0.938,0.659,121.016
11098,Cigarettes and Sex,prxz,Love Wounds,chill,120053,56,False,20hpe9YNgbtggM66QipgWf,40HzN0eLAMZk4nTHMk9sUA,0.621,0.196,9,-15.446,1,0.271,0.679,0.000649,0.106,0.397,91.15
11099,R.K. Huskers,Tech N9ne,R.K. Huskers,k-pop,141714,56,False,5u4aAIDdldUTS4d3QFwBnH,6UBA15slIuadJ8h2lPRPos,0.807,0.676,9,-5.518,0,0.0759,0.385,0.0,0.106,0.332,100.037
11100,Soul Lament - Remastered 1999/Rudy Van Gelder Edition,Kenny Burrell,Midnight Blue (The Rudy Van Gelder Edition),guitar,163800,42,False,7xBpyAsYTgSxqOpMnMHNEt,1sdyFmN4bVOcuFDpTVsxBB,0.622,0.032,4,-18.135,0,0.0529,0.994,0.332,0.108,0.264,91.398
11101,My Maria,Brooks & Dunn,#1s ... and then some,country,208106,67,False,09qzRI951OVkXGCc33gzcT,0XKOBt59crntr7HQXXO8Yz,0.673,0.842,3,-4.627,1,0.0366,0.06,0.000257,0.178,0.898,125.57
11102,El Hormiguero,Calle 13,Entren Los Que Quieran,afrobeat,305626,41,False,02q7As6vetjqpk8QfDS7wM,0yNSzH5nZmHzeE2xn6Xshb,0.687,0.873,4,-5.01,0,0.14,0.154,0.0,0.12,0.897,94.978
11103,Aynotchesh Yererfu,The Budos Band,The Budos Band,afrobeat,193093,35,False,3S77Uuq6NNDkEGuy7iIEUd,5q4eLKmqFVP0xII8087PHz,0.59,0.646,5,-7.924,0,0.0258,0.0613,0.872,0.101,0.96,104.01
11104,'Round About Midnight - Remastered 2002/Rudy Van Gelder Edition,Grant Green,Green Street (Rudy Van Gelder Edition),guitar,423866,39,False,6X6q7Wjn40xaYnIhXzMlOh,6dAtGAnHCQ1ujMUZ9Ep82k,0.569,0.146,8,-18.991,1,0.0603,0.936,0.583,0.109,0.258,119.0
11105,Always There,Greta Van Fleet,Always There,blues,322000,56,False,2xQJwReGvxioWM9jeehAEh,4NpFxQe2UvRCAjto3JqlSl,0.399,0.881,7,-5.265,1,0.0544,0.252,0.0714,0.0771,0.37,172.634
11106,ないものねだり,KANA-BOON,僕がCDを出したら,anime,262693,55,False,1dsh4buvcBs2u7YtHy29c7,3PWp9R5HvbQgxI5KBx5kVd,0.471,0.77,6,-3.783,0,0.102,0.0002,0.00308,0.0974,0.529,174.85
11107,Flesh & Bone (Dedicated to B.B. King) (with Van Morrison),Buddy Guy,Born To Play Guitar,acoustic,240493,46,False,37mWDk2nTyx0eon0AkdOKQ,2gCsNOpiBaMNh20jQ5prf0,0.406,0.55,7,-4.837,1,0.0286,0.729,0.00647,0.101,0.241,141.324
11108,Help Me,Sonny Boy Williamson II,More Real Folk Blues,acoustic,188200,55,False,5bC6ONDsL88snGN6QasjZH,69VgCcXFV59QuQWEXSTxfK,0.745,0.436,5,-9.617,0,0.043,0.597,0.0213,0.61,0.771,114.216
11109,YOUNG LUV,STAYC,YOUNG-LUV.COM,k-pop,206080,66,False,7HGKvoju3ucB7UqVt1GoJu,01XYiBYaoMJcNhPokrg0l0,0.695,0.749,7,-4.187,0,0.0277,0.392,5.23e-05,0.104,0.458,129.905
11110,Computer Love,Zapp,The New Zapp IV U,disco,283626,54,False,362zcsyXMLbL7PNLhOovvm,396Kh0m4wGUvcMUULw71yi,0.679,0.709,7,-5.851,0,0.133,0.676,0.0,0.292,0.673,84.543
11111,"Scarface, Amnesia, And One Hundred Million Dollars",John Mulaney,The Top Part,comedy,274373,36,True,6cQkXV95RFoDzRczjEil6z,5K6CrtQfpRipgTDZbaSj7k,0.526,0.737,9,-7.123,1,0.893,0.898,0.0,0.709,0.674,89.124
11112,Through the Fire and Flames,DragonForce,Inhuman Rampage,british,441560,63,False,6nnacTL5on2aVsRhVDNUSo,2pH3wEn4eYlMMIIQyKPbVR,0.113,0.951,0,-4.743,0,0.129,0.00176,0.00718,0.334,0.139,200.024
11113,Sweet Home Alabama,Lynyrd Skynyrd,Second Helping,blues,283800,80,True,7e89621JPkKaeDSTQ3avtg,4MVyzYMgTwdP7Z49wAZHx0,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798
11114,PARANOIA,KANG DANIEL,PARANOIA,k-pop,195333,61,False,1Q6lzzQHM5dvtTCwcfeKDy,5vGoWnZO65NBgiZYBmi3iW,0.633,0.735,0,-3.042,0,0.0363,0.0513,0.0,0.259,0.558,97.03
11115,Aquamarine Horizon,Kainbeats,A Walk Through the Sky,anime,165500,45,False,49reFaBmoc2InfWPrLze3S,4n9z9czt00gzw36hdoVU3G,0.885,0.188,3,-16.209,1,0.0514,0.932,0.948,0.107,0.181,119.958
11116,Não Existe Amor em SP,Criolo,Nó na Orelha,afrobeat,280613,53,False,0svBeQBw3K2u4uFg5B4QAT,37ZflmHTdxkSLQuT8w9NBs,0.605,0.415,5,-9.503,0,0.0413,0.416,0.0135,0.079,0.379,142.013
11117,Canción Triste,Jesse Cook,Vertigo,guitar,301826,43,False,1WC8XL2CCH0JLD0ZyvWShA,0fZ2s0I6Gyt60JUJybaEZA,0.655,0.165,1,-16.415,0,0.034,0.954,0.926,0.0941,0.494,138.02
11118,"Услышь меня, хорошая",Oleg Pogudin,Любовь останется. Советская лирическая песня,romance,215213,0,False,0Q4R4wuDDoppeEFlqrOf8P,2MzavRjaUsMvWgLAYPyWhL,0.291,0.461,4,-5.783,0,0.0337,0.781,6.29e-06,0.482,0.194,118.087
11119,NO SAFETY,Louie Indigo,NO SAFETY,malay,172750,23,True,4pets3et4Zct6SR1B8TvjV,0QE2TLLnUNW5kqPFmkE2pj,0.841,0.489,7,-9.028,1,0.0546,0.142,0.0,0.127,0.525,100.108
11120,Cigarettes and Coffee,Otis Redding,The Soul Album,blues,240800,59,False,4PFiLGx8jAzcAJxwPLUeZ9,60df5JBRRPcnSpsIMxxwQm,0.483,0.275,0,-13.609,1,0.0418,0.232,0.0,0.125,0.31,138.063
11121,Rooftops - Live,Jesus Culture,Come Away (Live),world-music,471213,48,False,2NFYkgjUiiKgplnB7tgjoe,0Onvkz1Nbs4wHXXUwOIGk8,0.449,0.684,4,-5.195,1,0.0362,0.0377,0.0,0.717,0.156,100.029
11122,Sleeve,Nate Smith,Sleeve,country,261359,64,False,40OAMuxuJPssTKQ4gdU1JA,4NYMUsIcUUsBHbV9DICa5x,0.698,0.796,0,-5.542,1,0.0335,0.0218,0.0,0.165,0.299,125.981
11123,Feels Like Home,Drew Holcomb,Feels Like Home,acoustic,243973,51,False,38mvvvoJMgzF8dozkEDMmC,0Obcl00RkSejk0z0m4vUwT,0.603,0.508,2,-8.671,1,0.0303,0.088,8.82e-05,0.132,0.157,72.983
11124,Tuesday's Gone,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,blues,450226,63,False,64sn7wgJfeQKY3Jisnl59w,4MVyzYMgTwdP7Z49wAZHx0,0.232,0.615,9,-8.636,1,0.0295,0.0778,5.68e-06,0.0601,0.41,146.488
11125,Here I Am To Worship,"Phillips, Craig & Dean",Let Your Glory Fall,world-music,232026,45,False,3Ia7UXH7fERHxzLevh9RQw,0g5OkLnQogzLrT9s5vw6kl,0.454,0.538,0,-7.838,1,0.0303,0.0907,0.0,0.11,0.457,164.975
11126,At Home,Jon Bryant,Cult Classic,acoustic,226640,51,False,2Dzhwe90lhHXVU6lk7Nx0H,2gzH4rGNFJeNg13yv2uI4L,0.378,0.52,11,-10.965,1,0.0382,0.777,0.0888,0.0979,0.357,73.744
11127,Письмо из Магадана в Москву,Vadim Kozin,"Осень, прозрачное утро (Имена на все времена)",romance,176426,0,False,0IURlABaPYvGPNfUGqwxqH,1FI93cUSwAYje8U8aprlbg,0.553,0.339,5,-8.187,0,0.153,0.99,5.41e-05,0.125,0.384,112.511
11128,Airplane pt.2,BTS,Love Yourself 轉 'Tear',k-pop,218614,74,False,4lAE47gj539h8R1yxPhhGG,3Nrfpe0tUJi4K4DXYWgMUX,0.77,0.817,0,-4.092,0,0.0339,0.0265,0.000103,0.084,0.866,139.979
11129,Can't Stop This Party,Seori,Can't Stop This Party,chill,222849,57,True,1FP2jE6moLiHoNUaWTUyJc,2bWTIIQP9zaVc55RaMGu7e,0.729,0.409,10,-9.643,0,0.137,0.608,0.00125,0.2,0.37,87.975
11130,Eti glaza naprotiv,Valery Obodzinsky,Velikie ispolniteli Rossii XX veka. Valeriy Obodzinskiy,romance,210093,29,False,1x9tZ4qrRHWORqZ6X69WEi,67pSiB7S5IIzZOJcdrYOr9,0.487,0.526,8,-5.177,1,0.0312,0.819,4.77e-05,0.164,0.545,111.197
11131,Do It Like This,P1Harmony,DISHARMONY : FIND OUT,k-pop,192093,64,False,0aW4RWeGekBfU2NhREc5kL,3JjvsPeGMbDJqsphe2z8xU,0.838,0.838,2,-3.308,1,0.0897,0.0456,0.0,0.0887,0.389,95.019
11132,Together at Last,Lack Of Afro,My Groove Your Move (Bonus Version),afrobeat,288493,38,False,7jbGPUZ6lWCfMqrbHmiviM,5e3Z7HYpiVcP3TlU0a4yap,0.699,0.748,0,-7.645,1,0.0275,0.199,0.052,0.197,0.683,118.052
11133,Telephone,Lady Gaga,The Fame Monster (Deluxe Edition),dance,220626,69,False,7rl7ao5pb9BhvAzPdWStxi,1HY2Jd0NmPuamShAr6KMms,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021
11134,Fantasy,Bazzi,COSMIC,dance,148229,74,True,1i36kkhmhBxf4lYJscg5zK,4GvEc3ANtPPjt1ZJllr5Zl,0.699,0.668,5,-4.272,0,0.0336,0.154,3.2e-06,0.362,0.314,144.105
